tempo,regiao,instituicao,localizacao_geografica,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,cir_ambulatorio_gdh_para_procedimentos_ambulatorizaveis
2013-02,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",167,289,57.8
2013-02,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",277,381,72.7
2013-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",572,898,63.7
2013-02,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",434,537,80.8
2013-02,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",985,1215,81.1
2013-02,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",2,57,3.5
2013-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",581,778,74.7
2013-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",212,289,73.4
2013-03,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",71,195,36.4
2013-03,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",1539,2086,73.8
2013-03,Região de Saúde do Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",55,55,100.0
2013-03,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",302,477,63.3
2013-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",395,581,68.0
2013-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",1764,2317,76.1
2013-03,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",910,1233,73.8
2013-03,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",1449,1813,79.9
2013-03,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",1291,1612,80.1
2013-03,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",285,381,74.8
2013-04,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",1199,1763,68.0
2013-04,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2013-04,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",882,1443,61.1
2013-04,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0,0,
2013-04,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",600,840,71.4
2013-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",995,1323,75.2
2013-05,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",1812,2189,82.8
2013-05,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",363,411,88.3
2013-05,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",2954,3623,81.5
2013-05,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1035,1377,75.2
2013-05,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",554,848,65.3
2013-05,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",1012,1243,81.4
2013-05,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",642,901,71.3
2013-05,Região de Saúde Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",1243,1594,78.0
2013-05,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",764,1144,66.8
2013-05,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",2360,2976,79.3
2013-05,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",2201,2698,81.6
2013-05,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1081,1453,74.4
2013-06,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",1414,1902,74.3
2013-06,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",481,712,67.6
2013-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",578,776,74.5
2013-06,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",460,823,55.9
2013-06,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2013-06,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",1259,1590,79.2
2013-06,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",3035,3732,81.3
2013-06,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",311,553,56.2
2013-06,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",2761,3490,79.1
2013-06,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",538,726,74.1
2013-06,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",1952,2404,81.2
2013-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",1355,1795,75.5
2013-07,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",705,917,76.9
2013-07,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",409,409,100.0
2013-07,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",3967,4844,81.9
2013-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1066,1568,68.0
2013-07,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",3863,5123,75.4
2013-07,Região de Saúde Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",1612,2063,78.1
2013-07,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",2384,3216,74.1
2013-07,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",646,935,69.1
2013-07,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1462,1959,74.6
2013-08,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",781,1026,76.1
2013-08,Região de Saúde do Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",102,102,100.0
2013-08,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",4286,5252,81.6
2013-08,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",1373,1684,81.5
2013-08,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",936,1264,74.1
2013-08,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",88,206,42.7
2013-08,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",3524,4221,83.5
2013-08,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",1178,1618,72.8
2013-09,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",257,532,48.3
2013-09,Região de Saúde do Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",138,138,100.0
2013-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",733,1013,72.4
2013-09,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",4739,5826,81.3
2013-09,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",811,1285,63.1
2013-09,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",478,993,48.1
2013-09,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",1701,2055,82.8
2013-09,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",1735,2152,80.6
2013-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",4165,5686,73.3
2013-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",1829,2730,67.0
2013-09,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",738,981,75.2
2013-09,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1621,2233,72.6
2013-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",920,1231,74.7
2013-10,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",574,667,86.1
2013-10,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",940,1467,64.1
2013-10,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",580,1159,50.0
2013-10,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",1999,2400,83.3
2013-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",2134,4147,51.5
2013-10,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",2016,2491,80.9
2013-10,Região de Saúde Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",2202,2839,77.6
2013-10,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",4726,5588,84.6
2013-10,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",813,1089,74.7
2013-10,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1883,2590,72.7
2013-10,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",1523,2060,73.9
2013-11,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",675,1045,64.6
2013-11,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",2190,2819,77.7
2013-11,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",26,272,9.6
2013-11,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",623,940,66.3
2013-11,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1069,1519,70.4
2013-11,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",2040,2746,74.3
2013-11,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",1063,1648,64.5
2013-11,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",1573,1882,83.6
2013-11,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",2191,2635,83.1
2013-11,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",1607,2382,67.5
2013-11,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",3596,4836,74.4
2013-11,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",948,1416,66.9
2013-12,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",2339,3015,77.6
2013-12,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",5924,7826,75.7
2013-12,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",664,773,85.9
2013-12,Região de Saúde do Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",282,282,100.0
2013-12,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",1158,1778,65.1
2013-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1814,2603,69.7
2013-12,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1613,2215,72.8
2013-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",2691,5077,53.0
2013-12,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",5994,7274,82.4
2013-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",2781,4027,69.1
2013-12,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",5215,6505,80.2
2013-12,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0,0,
2014-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",223,280,79.6
2014-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2014-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",114,160,71.2
2014-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",52,72,72.2
2014-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",181,277,65.3
2014-01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",132,150,88.0
2014-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",220,271,81.2
2014-01,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",267,267,100.0
2014-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",9,27,33.3
2014-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",573,732,78.3
2014-01,Região de Saúde Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",221,285,77.5
2014-01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",171,235,72.8
2014-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",42,82,51.2
2014-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",273,365,74.8
2014-02,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",486,606,80.2
2014-02,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",97,119,81.5
