tempo,regiao,instituicao,localizacao_geografica,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,ano,mes
2014-12-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",2201.0,2550.0,2014,12
2015-01-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",270.0,336.0,2015,1
2015-01-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",493.0,531.0,2015,1
2015-01-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",51.0,63.0,2015,1
2015-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",250.0,337.0,2015,1
2015-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",339.0,478.0,2015,1
2015-01-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",339.0,411.0,2015,1
2015-01-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",153.0,170.0,2015,1
2015-01-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",340.0,409.0,2015,1
2015-01-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",641.0,755.0,2015,1
2015-01-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",102.0,114.0,2015,1
2015-01-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",307.0,404.0,2015,1
2015-02-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",234.0,302.0,2015,2
2015-02-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",615.0,798.0,2015,2
2015-02-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",1081.0,1166.0,2015,2
2015-02-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",104.0,123.0,2015,2
2015-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",1477.0,1770.0,2015,2
2015-02-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",226.0,318.0,2015,2
2015-02-01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0.0,0.0,2015,2
2015-02-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",484.0,484.0,2015,2
2015-02-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",1277.0,1668.0,2015,2
2015-02-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",112.0,209.0,2015,2
2015-02-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",737.0,912.0,2015,2
2015-03-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",381.0,504.0,2015,3
2015-03-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",232.0,370.0,2015,3
2015-03-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",1586.0,1713.0,2015,3
2015-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",1135.0,1563.0,2015,3
2015-03-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",1130.0,1310.0,2015,3
2015-03-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",461.0,502.0,2015,3
2015-03-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",433.0,670.0,2015,3
2015-03-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",1812.0,2206.0,2015,3
2015-03-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",344.0,405.0,2015,3
2015-04-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",907.0,1235.0,2015,4
2015-04-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",913.0,1117.0,2015,4
2015-04-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",1348.0,1702.0,2015,4
2015-04-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",594.0,787.0,2015,4
2015-04-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",741.0,864.0,2015,4
2015-04-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",1485.0,1737.0,2015,4
2015-04-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",1276.0,1519.0,2015,4
2015-04-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",630.0,702.0,2015,4
2015-05-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",1114.0,1518.0,2015,5
2015-05-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",666.0,843.0,2015,5
2015-05-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",1135.0,1434.0,2015,5
2015-05-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",386.0,652.0,2015,5
2015-05-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",3784.0,4962.0,2015,5
2015-05-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",836.0,937.0,2015,5
2015-05-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",884.0,1512.0,2015,5
2015-05-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",1204.0,1466.0,2015,5
2015-05-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",1977.0,2503.0,2015,5
2015-05-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",2945.0,3595.0,2015,5
2015-05-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",2974.0,3609.0,2015,5
2015-05-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2015,5
2015-05-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",515.0,625.0,2015,5
2015-06-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",1318.0,1674.0,2015,6
