tempo,regiao,entidade,localizacao_geografica,taxa_de_utilizacao_global_de_consultas_medicas_1_ano,no_utentes_pelo_menos_1_consulta_medicas_presencial_ou_nao_presencial_1_ano,taxa_de_utilizacao_de_consultas_medicas_3_anos,no_utentes_com_pelo_menos_1_consulta_medica_em_3_anos,ano,mes
2022-07-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",63.62189,175062,85.19952,234435,2022,7
2022-07-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",63.25433,248618,83.48433,328131,2022,7
2022-07-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",64.11568,56266,84.80577,74423,2022,7
2022-07-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",48.10452,181380,72.53815,273508,2022,7
2022-07-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",46.59731,127555,72.79379,199265,2022,7
2022-07-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",46.3856,105755,69.21764,157810,2022,7
2022-07-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",65.90669,121613,86.65261,159894,2022,7
2022-07-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",68.30221,110110,88.20793,142200,2022,7
2022-07-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",69.99494,113522,90.63791,147002,2022,7
2022-07-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",68.44503,111781,88.93672,145247,2022,7
2022-07-01,Norte,ACES Entre Douro e Vouga II - Aveiro Norte,"40.8472225, -8.4656674",67.26959,80406,89.1791,106594,2022,7
2022-07-01,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",68.15183,85108,89.98799,112377,2022,7
2022-08-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",48.81158,91428,72.65253,136084,2022,8
2022-08-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",72.20877,77532,91.03863,97750,2022,8
2022-08-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",68.69335,72523,86.75823,91595,2022,8
2022-08-01,Norte,Área dos CSP da ULS Nordeste,"41.8069684, -6.7587977",67.60863,89167,87.2277,115042,2022,8
2022-09-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",70.6591,118472,88.0704,147665,2022,9
2022-09-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",67.06805,77475,84.74857,97899,2022,9
2022-09-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",67.26541,185592,85.70983,236482,2022,9
2022-09-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Lezíria,"39.2371689, -8.6908895",66.09077,133851,86.18992,174557,2022,9
2022-09-01,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",51.96183,130154,75.86195,190019,2022,9
2022-09-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",54.54363,130482,79.38844,189917,2022,9
2022-09-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",72.6288,117204,89.06143,143722,2022,9
2022-09-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",73.03909,50275,90.42029,62239,2022,9
2022-09-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",72.09442,121004,88.35267,148292,2022,9
2022-09-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",70.53003,74558,87.03446,92005,2022,9
2022-09-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",70.21719,129741,87.41036,161509,2022,9
2022-10-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",69.90261,86847,86.97682,108060,2022,10
2022-10-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",72.38838,121598,88.28015,148293,2022,10
2022-10-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",68.75805,79518,85.04181,98350,2022,10
2022-10-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",57.40975,60445,76.27817,80311,2022,10
2022-10-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",69.53726,61206,85.5997,75344,2022,10
2022-10-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",78.29178,24557,90.49608,28385,2022,10
2022-10-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",67.38935,50883,84.23834,63605,2022,10
2022-10-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",56.35175,134963,79.74706,190995,2022,10
2022-10-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",75.52395,132611,90.88833,159589,2022,10
2022-11-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",59.08867,62244,76.69261,80788,2022,11
2022-11-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",57.28446,160259,74.40556,208157,2022,11
2022-11-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",69.37263,52402,84.78097,64041,2022,11
2022-11-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",61.94211,151153,80.8559,197307,2022,11
2022-11-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",53.85648,147591,74.44982,204026,2022,11
2022-11-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",60.95291,131832,80.33104,173744,2022,11
2022-11-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",76.69556,52821,90.94394,62634,2022,11
2022-11-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",71.49313,116443,85.57404,139377,2022,11
2022-11-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",72.67772,113205,87.29031,135966,2022,11
2022-11-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",74.92514,116600,89.5002,139282,2022,11
2022-11-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",73.7107,136182,88.13274,162827,2022,11
2022-12-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",58.58513,163664,74.89342,209223,2022,12
2022-12-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",62.92646,230757,79.55545,291737,2022,12
2022-12-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",54.92199,99199,73.01044,131870,2022,12
2022-12-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",73.94611,164624,87.19023,194109,2022,12
2022-12-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",77.3865,124819,90.19734,145482,2022,12
2022-12-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",79.1922,85153,92.36099,99313,2022,12
2022-12-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",78.15607,53762,91.26156,62777,2022,12
2023-01-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",25.24844,29294,81.55366,94621,2023,1
2023-01-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",19.56643,20633,72.95995,76937,2023,1
2023-01-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",24.41306,30249,84.21048,104341,2023,1
2023-01-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",22.00352,14119,75.87545,48687,2023,1
2023-01-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",17.79349,49749,70.72223,197733,2023,1
2023-01-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",24.51411,96741,81.71116,322460,2023,1
2023-01-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",22.99244,92952,82.04649,331691,2023,1
2023-01-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",14.94067,40810,69.76903,190572,2023,1
2023-01-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",16.86361,39160,73.31364,170246,2023,1
2023-01-01,Norte,ACES Entre Douro e Vouga II - Aveiro Norte,"40.8472225, -8.4656674",26.85806,32014,87.80422,104660,2023,1
2023-01-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",25.1899,22882,84.43823,76702,2023,1
2023-01-01,Norte,Área dos CSP da ULS Nordeste,"41.8069684, -6.7587977",23.65499,31191,85.08092,112186,2023,1
2023-01-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",25.93806,27561,84.36997,89649,2023,1
2023-01-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",25.71137,45288,84.84955,149454,2023,1
2023-01-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",25.53764,29592,86.82902,100614,2023,1
2023-02-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",29.29842,30928,73.40804,77491,2023,2
2023-02-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",37.00632,45829,84.62302,104798,2023,2
2023-02-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",34.61706,26292,81.49991,61900,2023,2
2023-02-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",29.1409,71378,77.12347,188907,2023,2
2023-02-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",41.11321,69078,86.43189,145222,2023,2
2023-02-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",38.9466,41357,84.87131,90124,2023,2
2023-02-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",38.14018,34674,84.75779,77055,2023,2
2023-02-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",39.97527,109274,88.69598,242454,2023,2
2023-02-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",37.49938,83564,84.22732,187693,2023,2
2023-02-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",41.23754,66491,89.99374,145105,2023,2
2023-03-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",37.66014,39861,73.8672,78184,2023,3
2023-03-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",33.92746,73837,76.12392,165670,2023,3
2023-03-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",43.41882,78450,81.27484,146849,2023,3
2023-03-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",52.2719,56312,90.50209,97497,2023,3
2023-03-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",46.77502,72440,86.57381,134076,2023,3
2023-03-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",48.56178,44165,85.17802,77466,2023,3
2023-04-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",51.13244,202419,82.66182,327235,2023,4
2023-04-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",35.65893,85263,76.17594,182142,2023,4
2023-04-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",38.70638,84551,76.36077,166804,2023,4
2023-04-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",36.80507,139397,71.85672,272153,2023,4
2023-04-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",55.57598,89499,88.40591,142368,2023,4
2023-04-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",54.78877,63561,87.96149,102045,2023,4
2023-04-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",54.52482,57654,85.96733,90901,2023,4
2023-04-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",56.85872,154227,90.03524,244217,2023,4
2023-04-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",48.64155,88013,81.62339,147691,2023,4
2023-05-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",56.81103,70365,85.81924,106294,2023,5
2023-05-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",46.40496,49270,74.76218,79378,2023,5
2023-05-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",43.92522,123870,72.82927,205380,2023,5
2023-05-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",51.79765,33309,78.03782,50183,2023,5
2023-05-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",59.26343,78351,85.20286,112645,2023,5
2023-05-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",57.49249,50740,84.87451,74906,2023,5
2023-05-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",40.03156,95908,76.49354,183264,2023,5
2023-05-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",63.06727,111426,89.88612,158809,2023,5
