tempo,regiao,instituicao,localizacao_geografica,tipo_de_especialidade,doentes_saidos,dias_de_internamento,ano,mes
2021-02-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Médica,1146.0,11754.0,2021,2
2018-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Médica,5469.0,57837.0,2018,9
2021-02-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,1327.0,12186.0,2021,2
2018-09-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,2881.0,32420.0,2018,9
2021-03-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,956.0,9290.0,2021,3
2018-09-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,7574.0,89703.0,2018,9
2021-03-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,5303.0,62232.0,2021,3
2018-09-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Médica,7521.0,71531.0,2018,9
2021-03-01,Centro,Unidade Local de Saúde de Coimbra,"40.3470015, -8.5933462",Especialidade Médica,28.0,407.0,2021,3
2018-09-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,8023.0,79804.0,2018,9
2021-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,4905.0,52583.0,2021,3
2018-09-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Médica,5141.0,49247.0,2018,9
2021-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,362.0,9288.0,2021,3
2018-10-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,2315.0,20062.0,2018,10
2021-03-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,1366.0,13537.0,2021,3
2018-10-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,8261.0,83681.0,2018,10
2021-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Médica,3527.0,40875.0,2021,3
2018-10-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,0.0,2395.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,1182.0,13433.0,2021,3
2018-10-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,244.0,4523.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,2059.0,20604.0,2021,3
2018-10-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Médica,0.0,45164.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde de Santo António,"41.1764649, -8.6649823",Especialidade Médica,353.0,6612.0,2021,3
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,4200.0,55613.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,904.0,7096.0,2021,3
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,14439.0,163587.0,2018,10
2021-03-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,1066.0,9622.0,2021,3
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Médica,17453.0,165173.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Médica,1647.0,16746.0,2021,3
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Médica,6076.0,64128.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,1862.0,17602.0,2021,3
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,7023.0,79071.0,2018,10
2021-03-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,1171.0,12660.0,2021,3
2018-10-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,3159.0,35761.0,2018,10
2021-04-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,1033.0,9094.0,2021,4
2018-11-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,2547.0,22151.0,2018,11
2021-04-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Médica,4184.0,48806.0,2021,4
2018-11-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,6271.0,70394.0,2018,11
2021-04-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,6820.0,78673.0,2021,4
2018-11-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,3423.0,27658.0,2018,11
2021-04-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,3337.0,32927.0,2021,4
2018-11-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,4575.0,44737.0,2018,11
2021-04-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,501.0,2964.0,2021,4
2018-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.2410946, -8.6937515",Especialidade Médica,7934.0,70643.0,2018,11
2021-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Médica,3264.0,35940.0,2021,4
2018-11-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,3464.0,39028.0,2018,11
2021-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,2936.0,37353.0,2021,4
2018-11-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9293884, -8.5458794",Especialidade Médica,6392.0,57406.0,2018,11
2021-04-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,1473.0,16881.0,2021,4
2018-11-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,2481.0,19518.0,2018,11
2021-04-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,873.0,8091.0,2021,4
2018-11-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,6655.0,57886.0,2018,11
2021-04-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Médica,4075.0,33629.0,2021,4
2018-12-01,Alentejo,Unidade Local de Saúde do Baixo Alentejo,"38.014123, -7.8721227",Especialidade Médica,3516.0,31180.0,2018,12
2021-04-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,3403.0,33401.0,2021,4
2018-12-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,5206.0,48187.0,2018,12
2021-04-01,Norte,Unidade Local de Saúde de Santo António,"41.1764649, -8.6649823",Especialidade Médica,489.0,8289.0,2021,4
2018-12-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,6829.0,76556.0,2018,12
2021-04-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,1486.0,13156.0,2021,4
2018-12-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,1.0,2856.0,2018,12
2021-04-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Médica,2133.0,21607.0,2021,4
2018-12-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,3720.0,29992.0,2018,12
2021-05-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,1245.0,11075.0,2021,5
2018-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,5038.0,66749.0,2018,12
2021-05-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,2811.0,29805.0,2021,5
2018-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,17223.0,196727.0,2018,12
2021-05-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,1.0,122.0,2021,5
2018-12-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,4997.0,49071.0,2018,12
2021-05-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,993.0,9863.0,2021,5
2018-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Médica,7409.0,77740.0,2018,12
2021-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,606.0,15444.0,2021,5
2018-12-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,3783.0,41922.0,2018,12
2021-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Médica,5640.0,65484.0,2021,5
2018-12-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,7669.0,78205.0,2018,12
2021-05-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,5877.0,59738.0,2021,5
2018-12-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,7234.0,63037.0,2018,12
2021-05-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,1776.0,20953.0,2021,5
2018-12-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,5382.0,55000.0,2018,12
2021-05-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Médica,3721.0,41175.0,2021,5
2019-01-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,27.0,477.0,2019,1
2021-05-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,1357.0,11020.0,2021,5
2019-01-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,360.0,2769.0,2019,1
2021-05-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,1861.0,19785.0,2021,5
2019-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,480.0,6469.0,2019,1
2021-06-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,1715.0,18171.0,2021,6
2019-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,777.0,7043.0,2019,1
2021-06-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,2530.0,22366.0,2021,6
2019-01-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,500.0,4804.0,2019,1
2021-06-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,1170.0,11652.0,2021,6
2019-01-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,942.0,10557.0,2019,1
2021-06-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,2474.0,12536.0,2021,6
2019-01-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Médica,990.0,8470.0,2019,1
2021-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.2410946, -8.6937515",Especialidade Médica,3841.0,37138.0,2021,6
2019-01-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,413.0,3763.0,2019,1
2021-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Médica,6728.0,78285.0,2021,6
2019-02-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Médica,2485.0,28986.0,2019,2
2021-06-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,2151.0,23354.0,2021,6
2019-02-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Médica,1801.0,16812.0,2019,2
2021-07-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Médica,7559.0,85947.0,2021,7
2019-02-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,48.0,920.0,2019,2
2021-07-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,2937.0,26365.0,2021,7
2019-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Médica,2007.0,20688.0,2019,2
2021-07-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,11543.0,132454.0,2021,7
2019-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.2410946, -8.6937515",Especialidade Médica,1636.0,13821.0,2019,2
2021-07-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,1354.0,13548.0,2021,7
2019-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Médica,2545.0,28317.0,2019,2
2021-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,10661.0,112196.0,2021,7
2019-02-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Médica,1155.0,8682.0,2019,2
2021-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,858.0,21184.0,2021,7
2019-02-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,1877.0,20634.0,2019,2
2021-07-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,5494.0,56937.0,2021,7
2019-02-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Médica,2777.0,22194.0,2019,2
2021-07-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Médica,5117.0,55568.0,2021,7
2019-02-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,2139.0,20291.0,2019,2
2021-08-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,1027.0,6248.0,2021,8
2019-02-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,626.0,5095.0,2019,2
2021-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,2960.0,39864.0,2021,8
2019-03-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,599.0,6014.0,2019,3
2021-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,11987.0,126581.0,2021,8
2019-03-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,1026.0,7801.0,2019,3
2021-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,985.0,24076.0,2021,8
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Médica,2980.0,30901.0,2019,3
2021-09-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Médica,3484.0,35887.0,2021,9
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Médica,5227.0,51823.0,2019,3
2021-09-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,2129.0,18570.0,2021,9
2019-03-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,1391.0,14083.0,2019,3
2021-09-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Médica,3350.0,46665.0,2021,9
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Médica,2818.0,27669.0,2019,3
2021-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,6064.0,56153.0,2021,9
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Médica,3660.0,42407.0,2019,3
2021-09-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,3661.0,36794.0,2021,9
2019-03-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,2780.0,31606.0,2019,3
2021-09-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,10602.0,107977.0,2021,9
2019-04-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,1268.0,13372.0,2019,4
2021-09-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,3051.0,36906.0,2021,9
2019-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Médica,6930.0,67744.0,2019,4
2021-09-01,Norte,Unidade Local de Saúde de Santo António,"41.1764649, -8.6649823",Especialidade Médica,1279.0,20495.0,2021,9
2019-04-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,1818.0,18379.0,2019,4
2021-09-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,4927.0,46472.0,2021,9
2019-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,2878.0,33248.0,2019,4
2021-10-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,8134.0,77989.0,2021,10
2019-04-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,1373.0,14467.0,2019,4
2021-10-01,Centro,Unidade Local de Saúde de Coimbra,"40.3470015, -8.5933462",Especialidade Médica,97.0,1588.0,2021,10
2019-04-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,984.0,7492.0,2019,4
2021-10-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Médica,3731.0,51842.0,2021,10
2019-05-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,2216.0,20411.0,2019,5
2021-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,3646.0,49156.0,2021,10
2019-05-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,4290.0,43709.0,2019,5
2021-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4054629, -9.1258493",Especialidade Médica,6146.0,53414.0,2021,10
